x1,x2
-0.07971821090639905,-2.5666584409312976
-1.4471124724230873,0.17651242137244696
0.01249411872768743,0.05246679835624363
0.9315730128742441,-0.7435882288125641
0.9682783545914808,-1.3748958083699818
0.7933472351999252,1.0127158178198286
0.15999161357343825,-2.003522292066514
-0.9054790553600608,0.32799548371410964
-1.1332872140034806,0.316494261673308
-0.7252260645357532,0.3833938643534951
0.15704856744534462,1.475949048053509
0.35687105914950934,0.7307746911386448
1.535755991995992,-0.7941362900254239
0.02185214552344288,-0.6974238233002769
0.14242573607056525,1.5733549024752425
0.38495096610586316,-0.8222500172903203
0.8793979748628286,0.9159025423560131
0.23267621135470395,0.06654581585920483
-0.41535726017968533,-2.063238276804743
0.5862223313592781,-0.555327218819016
