x1,x2,target
-1.674682944704357,-0.5709436615217945,0
0.5323091855533487,2.5174740375339204,1
-0.5294927090638024,-0.29657095353470836,0
0.8714287779481898,-1.0967855784546396,1
-0.8244812156912396,-1.062414411859563,0
-0.3162425923435822,-1.218813060423628,0
-0.3093465397202384,0.2627492251471385,0
0.44607220148208054,1.3289605904369892,1
1.0659802307876436,-1.5815943994539423,1
-0.27514225122668373,0.43476607446661863,0
-0.18486236354526056,-0.22385881688049952,0
-0.11863832610988256,1.604254361517141,1
-0.9500220549105812,-0.33445617235587666,0
-0.4283278221631072,0.09048978162787422,0
-0.812941095310326,1.6162096816512073,0
-0.3946051228595896,0.22921137411506842,0
1.723665720783297,-2.310103436632644,1
-0.840156476962528,-0.16266592054490767,0
1.9967308916917865,1.1553120361066962,1
0.28911939868998415,-0.36824895678803055,1
0.17927563495631615,-0.19065105750515945,1
1.6509279322312496,-1.4127658838923665,1
0.9827395110230576,0.2703432392817259,1
-0.38980980315576796,1.5112284332767216,1
-1.2244690317205003,0.524187842812771,0
-0.4863079090733309,0.8137636899662105,0
-0.3521335504882296,0.22822833013890514,0
0.6433267946890444,0.7601330853758538,1
-0.14079088641638526,0.5909063227933546,1
0.838489203736345,-0.12500903031957764,1
0.6904853540677682,0.3858465525565008,1
-1.2756863233379219,-0.7215580335428474,0
-0.933617680009877,-0.0613243458288473,0
0.6312882258385404,0.34155555094050954,1
-0.85304392757358,-0.33412344070081207,0
-0.42329831204415375,1.471491972993157,1
-0.1586348370386883,0.3683566127006584,1
-0.22222269709877338,-1.013717366440399,0
1.579091256410435,-0.2051616888660442,1
-1.3226996123544024,0.2959939896870995,0
-1.368159199245665,0.27627417932855375,0
-0.8137727282478777,1.2058536208882336,0
0.9405647163912139,0.6439387932768579,1
0.43082100300788273,-0.2873833615491761,1
-1.2256057637672482,0.8418200668900618,0
-0.46235179266456716,0.35175640839920347,0
1.2992282977860654,-1.5338614049161376,1
-0.016801157504288795,-0.8781523669287508,0
-0.4703726542927955,-0.24527784594210975,0
-1.1958396455890397,-1.110430684414478,0
-0.3630538465650718,0.9274384815581808,1
0.3997742267234366,-1.7567217824785826,0
0.4465311760299441,-0.10348826806596086,1
0.36544406436407834,1.8768446112816701,1
0.8403081374573955,0.582655241987707,1
-1.4708062945026579,0.03278209287626079,0
1.3060017417068248,0.10788044434303304,1
-1.6873344339580298,-0.23685026450968424,0
0.7504511958064572,0.09058490690174555,1
-0.46940234020272387,0.2637172043565196,0
-0.5122427290715373,0.3156050035903405,0
-1.9510351886538364,-2.0501721010310225,0
0.2677114623438358,0.41389028537269307,1
-0.6619259410666513,-1.7445859869741926,0
0.8579758812571538,0.053155347577867364,1
0.7375155684670865,-0.3285252231228939,1
-0.6388778482433419,0.777337576061744,0
-0.3487250722484376,0.15542932766846604,0
-1.4571558198556664,1.7286976444055924,0
0.4127326115959884,-0.8532433505588201,0
1.767929913579883,0.23287802013716835,1
0.06603069756121605,0.030631492594417446,1
-0.5941499556967944,1.743934526167792,1
1.6017788913209154,0.989583934594853,1
0.30471707975443135,0.33757454879893356,1
-0.16344289852451258,-0.7046732628698824,0
0.48074665890590895,-0.292171185803555,1
0.1627530651050056,0.23216988962625595,1
0.07212950771386951,0.8279881767970589,1
0.45677523755741145,0.4801434033916108,1
0.6505927878247011,-0.5294394273660737,1
-1.3766861475563088,0.637533810897696,0
-0.9029271780870264,1.4814555476589732,0
0.18323443722190613,0.43963660601699356,1
1.1272412069680329,-0.4841694333335785,1
-1.1849437664170246,-0.14752868024035293,0
-1.188763054322851,-0.06695317289820084,0
-1.302179506862318,-0.04871840193011795,0
0.4869724807855818,-0.47152480744994896,1
0.8351112459145785,1.8206461576468016,1
0.6789135630718949,2.905067169240407,1
-1.2779375743196193,0.5541165013240933,0
-1.0155790812075416,-1.2165601493811278,0
1.3591875752404365,0.7508689887312598,1
1.4633028912195618,-1.5720402556532407,1
-0.17951921328260065,0.054353585390382264,0
-0.6120967990598081,-0.5911034251911056,0
0.6351509468144043,-0.6989304285787463,1
-0.3390330759005625,1.3000445946989585,1
-0.6547876954293904,0.01142605556065933,0
-0.8947270189558264,0.13824143205868192,0
-0.3817378939983291,0.45442033821436295,0
0.21868859672901295,-1.287422581274031,0
0.6653851089727862,-0.25197737820688537,1
-0.6397515327497477,-1.172007192594816,0
0.8784503013072725,-0.15450567924990047,1
-0.38318732113598775,-0.47177603363833576,0
0.6255903939673367,1.191142953088865,1
0.13027452147288585,0.23440089269869593,1
-1.023497492621865,0.7823503424176613,0
0.2858261396025429,-0.45769943095682564,1
-0.9194522860016113,-0.09728659841348947,0
-0.005121866720071296,0.5300647056014667,1
0.2377356023322779,0.4390866789295762,1
-0.09848548450942361,0.15256251210246857,0
-0.3781625540393897,1.727350214164185,1
0.49716074405376404,2.093168308930595,1
-0.23935562747302427,-1.1783036231148656,0
-0.6809295444039414,0.2424967912712216,0
-1.0356537528258116,0.846583985843404,0
