x1,x2
0.4539655793086961,-2.2517772906190467
0.9355471254651493,-0.7824163339614458
0.4303013589575532,1.498374440296732
-0.159648307422017,0.08362107741055723
-0.0258628479538564,-0.3237917042866007
-0.458675284939333,-1.7056522160155172
1.2479499850594318,0.39699130449884
-1.495060830227205,-0.20110465451883033
-0.4070782363503251,0.27236975527423984
0.3342951284977145,0.6353711428612774
0.6626659703854839,-0.8931306215848627
-0.4425357118921839,1.461178866720329
1.997296530747994,0.248787309801083
-0.6883722822307594,0.6857490352746618
0.6191711169753933,0.8358078963143372
-0.652916144664712,-0.5561919588491252
-1.4821853974428207,-1.034308051674399
0.668326018107997,-1.5634779478686884
-0.1591848713800608,0.9308382263505294
-2.0729834359912918,-0.3423409386638824
